level,gear,circles,scenario,comp,enabled,n,wins,losses,draws,winRate,medianWinRounds,mean_damage,mean_taken,mean_healing,mean_mpSpent,mean_mpDrained,mean_shieldAbsorbed,mean_activations
1500,False,False,debuff,gods,True,100,3,97,0,0.03,2,58046.86,47191.19,2040.07,122.86,0,6361,0
1500,False,False,debuff,poison,False,100,0,100,0,0.0,,46390.82,46521.96,3001.96,33.04,0,648.44,0
1500,False,False,debuff,poison,True,100,0,100,0,0.0,,46962.01,46786.04,3266.04,33.18,0,603.72,1.52
1500,False,False,debuff,guard,False,100,3,97,0,0.03,5,84651.14,114727.92,26106.94,77.59,0,3037.14,0
1500,False,False,debuff,guard,True,100,4,96,0,0.04,5.0,89505.32,114885.16,26639.19,82.24,0,6995.54,1.07
1500,False,False,debuff,finishers,False,100,100,0,0,1.0,2.0,174487.97,4897.62,0,163.6,0,5411.97,0
1500,False,False,debuff,finishers,True,100,100,0,0,1.0,2.0,174487.97,4897.62,0,160.77,0,5411.97,0.83
1500,False,False,debuff,mixed,False,100,71,29,0,0.71,3,165172.99,50245.02,19075.48,267.98,7.46,11736.2,0
1500,False,False,debuff,mixed,True,100,73,27,0,0.73,3,166294.14,49251.45,18576.77,264.07,7.46,11262.45,1.47
1500,False,False,debuff,unpaired,False,100,5,95,0,0.05,7,113474.28,84781.21,1391.62,378.26,0,15511.32,0
1500,False,False,debuff,unpaired,True,100,5,95,0,0.05,7,113371.56,84772.58,1382.99,377.92,0,15511.32,0
1500,False,False,general,gods,False,100,100,0,0,1.0,2.0,325496,3521.46,2463.01,408.38,0,3565.95,0
1500,False,False,general,gods,True,100,100,0,0,1.0,2.0,325496,3518.31,2471.43,407.92,0,3558,0
1500,False,False,general,poison,False,100,100,0,0,1.0,5.0,325496,13387.46,12173.03,282.91,0,2069.08,0
1500,False,False,general,poison,True,100,100,0,0,1.0,5.0,325496,13387.46,12437.62,283.07,0,2069.08,6.27
1500,False,False,general,guard,False,100,100,0,0,1.0,5.0,325496,5669.55,5661.93,359.18,0,5679.03,0
1500,False,False,general,guard,True,100,100,0,0,1.0,5.0,325496,5669.55,5661.93,359.18,0,5679.03,4.05
1500,False,False,general,finishers,False,100,100,0,0,1.0,3.0,325496,64.86,0,291.72,0,3424.65,0
1500,False,False,general,finishers,True,100,100,0,0,1.0,3.0,325496,64.86,0,288.08,0,3424.65,1.42
1500,False,False,general,mixed,False,100,100,0,0,1.0,5.0,325496,3483.38,3212.3,376.82,0,8564.51,0
1500,False,False,general,mixed,True,100,100,0,0,1.0,5.0,325496,3410.51,3188.89,376.6,0,8504.78,2.06
1500,False,False,general,unpaired,False,100,100,0,0,1.0,10.0,325496,5307.01,0,1081.68,0,18327.76,0
1500,False,False,general,unpaired,True,100,100,0,0,1.0,10.0,325496,5307.01,0,1081.68,0,18327.76,0
1500,False,False,healing,gods,False,100,14,86,0,0.14,1.0,44029.16,44903.95,1960.02,92.7,12.56,487.42,0
1500,False,False,healing,gods,True,100,15,85,0,0.15,1,44735.74,44824.74,1960.02,92.82,12.56,487.42,0
1500,False,False,healing,poison,False,100,3,97,0,0.03,2,31691.99,53903.38,11558.27,52.29,0,1795.5,0
1500,False,False,healing,poison,True,100,3,97,0,0.03,2,31900.03,53989.1,11669.22,52.51,0,1795.5,0.69
1500,False,False,healing,guard,False,100,100,0,0,1.0,2.0,129282.56,52330.4,36914.71,152.47,0,6592.88,0
1500,False,False,healing,guard,True,100,100,0,0,1.0,2.0,129282.56,51623.43,37583.3,152.65,0,7301.99,2.91
1500,False,False,healing,finishers,False,100,100,0,0,1.0,1.0,108837.44,6131.27,0,128.03,0,8519.61,0
1500,False,False,healing,finishers,True,100,100,0,0,1.0,1.0,108837.44,6131.27,0,128.03,0,8519.61,0.77
1500,False,False,healing,mixed,False,100,100,0,0,1.0,2.0,112630.45,38881.68,15187.68,182.17,0,10603.43,0
1500,False,False,healing,mixed,True,100,100,0,0,1.0,2.0,112265.58,38733.4,15063.27,177.63,0,10150.88,1
1500,False,False,healing,unpaired,False,100,92,8,0,0.92,4.0,123973.26,52238.06,11611.79,494.49,0,15243.33,0
1500,False,False,healing,unpaired,True,100,92,8,0,0.92,4.0,123973.26,52238.06,11611.79,494.49,0,15243.33,0
1500,False,False,shield,gods,False,100,97,3,0,0.97,1,197720.47,14220.09,2352.57,274.12,2.99,6180.1,0
1500,False,False,shield,gods,True,100,100,0,0,1.0,1.0,197728.62,12213.85,2453.48,280.04,2.99,6180.1,0
1500,False,False,shield,poison,False,100,4,96,0,0.04,10.5,112475.3,44555.13,1576.03,136.31,0,3898.61,0
1500,False,False,shield,poison,True,100,1,99,0,0.01,12,111230.74,45033.29,1576.03,127.24,0,3830.79,2.17
1500,False,False,shield,guard,False,100,78,0,22,0.78,7.0,227447.9,75354.85,71031.48,717.57,0,93935.63,0
1500,False,False,shield,guard,True,100,58,1,41,0.58,7.0,235516.12,93361.6,86966.98,943.23,0,149909.96,14.42
1500,False,False,shield,finishers,False,100,100,0,0,1.0,2.0,204803.36,14653.68,0,186.56,0,14874.4,0
1500,False,False,shield,finishers,True,100,100,0,0,1.0,2.0,204825.02,14653.68,0,185.02,0,14874.4,1.14
1500,False,False,shield,mixed,False,100,95,5,0,0.95,3,202416.01,47338.08,16040.74,317.68,0,22001.25,0
1500,False,False,shield,mixed,True,100,98,2,0,0.98,4.0,205752.6,49929.4,18595.04,332.3,0,23950.13,2.33
1500,False,False,shield,unpaired,False,100,0,100,0,0.0,,93780.35,101914.24,17225.24,414.7,0,28314.24,0
1500,False,False,shield,unpaired,True,100,0,100,0,0.0,,93507.76,101675.7,16986.7,412.73,0,28314.24,0
1500,False,True,boss,gods,False,20,2,18,0,0.1,6.0,309003.45,58935.3,15971.75,477.4,0,10069.45,0
1500,False,True,boss,gods,True,20,2,18,0,0.1,6.0,305229.05,58804.35,15840.8,477.1,0,10069.45,0
1500,False,True,boss,poison,False,20,0,20,0,0.0,,137475.2,52557.05,9037.05,133.45,0,10123.2,0
1500,False,True,boss,poison,True,20,0,20,0,0.0,,137475.2,52679.2,9159.2,133.45,0,10123.2,1.35
1500,False,True,boss,guard,False,20,20,0,0,1.0,6.0,419525,49458.2,40954.1,418,0,33591.35,0
1500,False,True,boss,guard,True,20,20,0,0,1.0,6.0,419525,48661.9,40312.95,417.75,0,34387.65,4.05
1500,False,True,boss,finishers,False,20,20,0,0,1.0,4.0,419525,10042.95,0,363.1,0,20159.9,0
1500,False,True,boss,finishers,True,20,20,0,0,1.0,4.0,419525,10042.95,0,363.1,0,20159.9,2.95
1500,False,True,boss,mixed,False,20,20,0,0,1.0,6.0,419525,36842.5,21552.35,550,0,25187.95,0
1500,False,True,boss,mixed,True,20,20,0,0,1.0,6.0,419525,36842.5,21552.35,550,0,25187.95,4.1
1500,False,True,boss,unpaired,False,20,2,18,0,0.1,11.5,348671.1,115706.85,33827.9,1028.45,0,42496.9,0
1500,False,True,boss,unpaired,True,20,2,18,0,0.1,11.5,348671.1,115706.85,33827.9,1028.45,0,42496.9,0
1500,True,False,boss,gods,False,20,19,1,0,0.95,9,500428.3,83705.65,61256.2,817.7,0,10581.65,0
1500,True,False,boss,gods,True,20,19,1,0,0.95,9,500428.3,83705.65,61256.2,817.7,0,10581.65,0
1500,True,False,boss,poison,False,20,0,20,0,0.0,,285542.3,110268.45,53612.45,283.55,0,6323.1,0
1500,True,False,boss,poison,True,20,1,19,0,0.05,7,293340.05,110900.3,55294.45,288.75,0,6529.3,4.9
1500,True,False,boss,guard,False,20,20,0,0,1.0,8.0,501625,80908.45,76931.75,611.55,0,47658.95,0
1500,True,False,boss,guard,True,20,20,0,0,1.0,8.0,501625,78474.05,74241.8,611.35,0,50093.35,6.6
1500,True,False,boss,finishers,False,20,20,0,0,1.0,5.0,501625,30524.7,14164.05,525.25,0,40370.6,0
1500,True,False,boss,finishers,True,20,20,0,0,1.0,5.0,501625,29857.1,14164.05,518.9,0,39888.8,4.4
1500,True,False,boss,mixed,False,20,20,0,0,1.0,9.0,501625,61669.5,43403.25,726.45,63.1,35559.45,0
1500,True,False,boss,mixed,True,20,20,0,0,1.0,9.0,501625,60735.1,43033.9,714.65,63.1,34490.45,5.95
1500,True,False,boss,unpaired,False,20,4,16,0,0.2,15.0,356248.95,191709.95,106331.1,1409.25,0,51221.7,0
1500,True,False,boss,unpaired,True,20,4,16,0,0.2,15.0,356248.95,191709.95,106331.1,1409.25,0,51221.7,0
1500,True,True,boss,gods,False,20,16,4,0,0.8,7.0,491318.9,77230.95,47309.15,697.7,145,15664.1,0
1500,True,True,boss,gods,True,20,16,4,0,0.8,7.0,491318.9,77230.95,47309.15,697.7,145,15664.1,0
1500,True,True,boss,poison,False,20,3,17,0,0.15,6,349062.3,101451.9,49717.25,289.8,0,14326.5,0
1500,True,True,boss,poison,True,20,4,16,0,0.2,6.0,368096.85,107729,60104.1,312.25,0,14507.8,5.8
1500,True,True,boss,guard,False,20,20,0,0,1.0,6.0,501625,59567.45,46605.35,437.5,0,43624,0
1500,True,True,boss,guard,True,20,20,0,0,1.0,6.0,501625,58155.85,47246.6,437.5,0,45035.6,4.65
1500,True,True,boss,finishers,False,20,20,0,0,1.0,4.0,501625,14320.95,971.95,403.55,0,25740.65,0
1500,True,True,boss,finishers,True,20,20,0,0,1.0,4.0,501625,14320.95,971.95,403.55,0,25740.65,3.1
1500,True,True,boss,mixed,False,20,20,0,0,1.0,6.5,501625,39530.85,29024.9,574.7,63.1,28181.3,0
1500,True,True,boss,mixed,True,20,20,0,0,1.0,6.5,501625,39530.85,29024.9,573.1,63.1,28181.3,4.05
1500,True,True,boss,unpaired,False,20,17,3,0,0.85,12,482376.55,141189.35,85551.9,1264.45,0,54075.8,0
1500,True,True,boss,unpaired,True,20,17,3,0,0.85,12,482376.55,141189.35,85551.9,1264.45,0,54075.8,0
3000,False,False,boss,gods,False,20,1,19,0,0.05,7,422760.3,102814.6,33722.2,460.5,0,1878,0
3000,False,False,boss,gods,True,20,1,19,0,0.05,7,422760.3,102814.6,33722.2,460.5,0,1878,0
3000,False,False,boss,poison,False,20,0,20,0,0.0,,158217.65,82293.4,14470.4,111.15,0,4873.15,0
3000,False,False,boss,poison,True,20,0,20,0,0.0,,158217.65,82849.75,15026.75,112.55,0,4873.15,1.2
3000,False,False,boss,guard,False,20,20,0,0,1.0,8.0,653800,114377.25,100411.4,565.4,0,56359.65,0
3000,False,False,boss,guard,True,20,20,0,0,1.0,8.0,653800,108835.4,97354.45,561.25,0,60305.2,6.35
3000,False,False,boss,finishers,False,20,20,0,0,1.0,5.0,653800,41778.4,4717,482.5,0,50794,0
3000,False,False,boss,finishers,True,20,20,0,0,1.0,5.0,653800,41778.4,4717,479.5,0,50794,3.65
3000,False,False,boss,mixed,False,20,16,4,0,0.8,9.0,615252.05,97308.3,51400.3,701.4,62.7,55133.45,0
3000,False,False,boss,mixed,True,20,16,4,0,0.8,9.0,615252.05,95898.85,49312.15,689.55,62.7,53336.05,5.6
3000,False,False,boss,unpaired,False,20,0,20,0,0.0,,384871.25,184595.3,52598.3,975,0,53042.65,0
3000,False,False,boss,unpaired,True,20,0,20,0,0.0,,384871.25,184595.3,52598.3,975,0,53042.65,0
3000,False,True,boss,gods,False,20,2,18,0,0.1,6.0,475931.8,91688.05,24696.3,477.1,0,15707.5,0
3000,False,True,boss,gods,True,20,2,18,0,0.1,6.0,475931.8,91688.05,24696.3,477.1,0,15707.5,0
3000,False,True,boss,poison,False,20,0,20,0,0.0,,213574.4,82115.85,14292.85,134.15,0,15783.65,0
3000,False,True,boss,poison,True,20,0,20,0,0.0,,213574.4,82306.35,14483.35,134.15,0,15783.65,1.35
3000,False,True,boss,guard,False,20,20,0,0,1.0,6.0,653800,76946.35,63721.5,418,0,52381.9,0
3000,False,True,boss,guard,True,20,20,0,0,1.0,6.0,653800,75704.4,62720.75,417.75,0,53623.85,4.05
3000,False,True,boss,finishers,False,20,20,0,0,1.0,4.0,653800,15631.7,0,363.1,0,31412.1,0
3000,False,True,boss,finishers,True,20,20,0,0,1.0,4.0,653800,15631.7,0,363.1,0,31412.1,2.95
3000,False,True,boss,mixed,False,20,20,0,0,1.0,6.0,653800,57375.15,33566.95,550,0,39257.25,0
3000,False,True,boss,mixed,True,20,20,0,0,1.0,6.0,653800,57375.15,33566.95,550,0,39257.25,4.1
3000,False,True,boss,unpaired,False,20,2,18,0,0.1,11.5,552155.1,180842.05,53236.4,1058.95,0,65651.4,0
3000,False,True,boss,unpaired,True,20,2,18,0,0.1,11.5,552155.1,180842.05,53236.4,1058.95,0,65651.4,0
3000,True,False,boss,gods,False,20,2,18,0,0.1,8.5,556952.25,129966.55,48127.85,513.5,0,2573.05,0
3000,True,False,boss,gods,True,20,2,18,0,0.1,8.5,556952.25,129966.55,48127.85,513.5,0,2573.05,0
3000,True,False,boss,poison,False,20,0,20,0,0.0,,414617.05,164402.9,79123.9,270.1,0,9684.65,0
3000,True,False,boss,poison,True,20,1,19,0,0.05,7,440487.9,163105.65,79343.05,267.1,0,8867.1,4.95
3000,True,False,boss,guard,False,20,20,0,0,1.0,8.0,762900,125881.3,118074.5,602.75,0,69266.1,0
3000,True,False,boss,guard,True,20,20,0,0,1.0,8.0,762900,119334.6,112990.1,594.25,0,72462.2,6.6
3000,True,False,boss,finishers,False,20,20,0,0,1.0,5.0,762900,46840.8,20956.35,520.35,0,61607.3,0
3000,True,False,boss,finishers,True,20,20,0,0,1.0,5.0,762900,45812.15,19291.15,512.6,0,60871.5,4.45
3000,True,False,boss,mixed,False,20,19,1,0,0.95,9,761722.8,103782.4,71154.05,746,93.9,57005.55,0
3000,True,False,boss,mixed,True,20,19,1,0,0.95,9,761722.8,101752.05,68678.65,734.2,93.9,54649.7,6.05
3000,True,False,boss,unpaired,False,20,4,16,0,0.2,15.0,536865.45,293567.75,158834.1,1387.15,0,76779.3,0
3000,True,False,boss,unpaired,True,20,4,16,0,0.2,15.0,536865.45,293567.75,158834.1,1387.15,0,76779.3,0
3000,True,True,boss,gods,False,20,6,14,0,0.3,6.0,596254.85,118007.95,38690.15,518.5,0,17141.85,0
3000,True,True,boss,gods,True,20,6,14,0,0.3,6.0,596254.85,118007.95,38690.15,518.5,0,17141.85,0
3000,True,True,boss,poison,False,20,3,17,0,0.15,7,530513.4,157245.85,75880.75,292.95,0,21974.65,0
3000,True,True,boss,poison,True,20,5,15,0,0.25,6,561793.5,160706.55,88938.35,295.95,0,21016.75,5.9
3000,True,True,boss,guard,False,20,20,0,0,1.0,6.0,762900,91087.55,75637.4,435.95,0,66804.15,0
3000,True,True,boss,guard,True,20,20,0,0,1.0,6.0,762900,88284.3,72172.05,435.45,0,68115.7,4.55
3000,True,True,boss,finishers,False,20,20,0,0,1.0,4.0,762900,22124.4,1494.55,402.05,0,39377.65,0
3000,True,True,boss,finishers,True,20,20,0,0,1.0,4.0,762900,22124.4,1494.55,402.05,0,39377.65,2.95
3000,True,True,boss,mixed,False,20,20,0,0,1.0,6.5,762900,62867.4,42308.9,574.05,93.9,42907.95,0
3000,True,True,boss,mixed,True,20,20,0,0,1.0,6.0,762900,62867.4,42308.9,570.95,93.9,42907.95,4.1
3000,True,True,boss,unpaired,False,20,17,3,0,0.85,12,735763.1,214750,125895.2,1226.7,0,79795.65,0
3000,True,True,boss,unpaired,True,20,17,3,0,0.85,12,735763.1,214750,125895.2,1226.7,0,79795.65,0
1500,False,True,burst,gods,False,20,4,16,0,0.2,1.0,41501.6,48036.85,4209.05,103.1,37.3,10643.45,0
1500,False,True,burst,gods,True,20,4,16,0,0.2,1.0,41501.6,48036.85,4209.05,103.1,37.3,10643.45,0
1500,False,True,burst,poison,False,20,0,20,0,0.0,,23977.9,50231.4,6711.4,34.45,0,7380.7,0
1500,False,True,burst,poison,True,20,0,20,0,0.0,,23977.9,50646.5,7126.5,34.45,0,7380.7,0.7
1500,False,True,burst,guard,False,20,20,0,0,1.0,2.0,104559.3,48536.4,31890.5,118.25,0,15458.3,0
1500,False,True,burst,guard,True,20,20,0,0,1.0,2.0,104559.3,46393.8,32678.7,118.15,0,17538.35,2.9
1500,False,True,burst,finishers,False,20,20,0,0,1.0,1.0,103692.85,1913.1,0,94.05,0,10302.15,0
1500,False,True,burst,finishers,True,20,20,0,0,1.0,1.0,103692.85,1913.1,0,94.05,0,10302.15,0
1500,False,True,burst,mixed,False,20,19,1,0,0.95,2,98817.15,44352.7,20134.45,156.8,0,17139.8,0
1500,False,True,burst,mixed,True,20,19,1,0,0.95,2,98817.15,44352.7,19410.05,150.1,0,17098.05,0.95
1500,False,True,burst,unpaired,False,20,16,4,0,0.8,5.0,108360.25,88923.2,16534.65,378.7,0,21810.8,0
1500,False,True,burst,unpaired,True,20,16,4,0,0.8,5.0,108360.25,88923.2,16534.65,378.7,0,21810.8,0
1500,True,False,burst,gods,False,20,14,6,0,0.7,1.0,95011.1,67064.3,18017.25,158.4,67.9,6853.6,0
1500,True,False,burst,gods,True,20,14,6,0,0.7,1.0,95011.1,67064.3,18017.25,158.4,67.9,6853.6,0
1500,True,False,burst,poison,False,20,0,20,0,0.0,,17211.95,68448.35,11792.35,34.45,0,1694.05,0
1500,True,False,burst,poison,True,20,0,20,0,0.0,,17211.95,69036.85,12380.85,34.45,0,1694.05,0.6
1500,True,False,burst,guard,False,20,18,2,0,0.9,3.0,143529.75,106791.2,78852.45,190.4,0,11711.85,0
1500,True,False,burst,guard,True,20,19,1,0,0.95,3,146937.65,101199.6,79356.95,195.1,0,16046.9,3.65
1500,True,False,burst,finishers,False,20,20,0,0,1.0,2.0,136653.1,3117.75,0,153.45,0,11006.6,0
1500,True,False,burst,finishers,True,20,20,0,0,1.0,2.0,136653.1,3117.75,0,153.45,0,11006.6,0.05
1500,True,False,burst,mixed,False,20,14,6,0,0.7,3.0,102411.15,73663.5,36858.75,240.15,0,19690.7,0
1500,True,False,burst,mixed,True,20,14,6,0,0.7,3.0,103191.05,73836,37031.25,237.2,0,19602.45,0.8
1500,True,False,burst,unpaired,False,20,8,12,0,0.4,5.0,92191.8,128087.65,45068.25,381.3,0,17677.45,0
1500,True,False,burst,unpaired,True,20,8,12,0,0.4,5.0,92191.8,128087.65,45068.25,381.3,0,17677.45,0
1500,True,True,burst,gods,False,20,11,9,0,0.55,1,89417.3,59715.4,11555.5,143.4,0,14589.9,0
1500,True,True,burst,gods,True,20,11,9,0,0.55,1,89417.3,59830.85,11555.5,143.4,0,14589.9,0
1500,True,True,burst,poison,False,20,0,20,0,0.0,,35000.7,76056.15,19400.15,47.1,0,10000.3,0
1500,True,True,burst,poison,True,20,0,20,0,0.0,,36809.15,77826.35,21170.35,47.1,0,10000.3,0.75
1500,True,True,burst,guard,False,20,20,0,0,1.0,2.0,133912.95,62414.6,48873.05,132.9,0,19684.95,0
1500,True,True,burst,guard,True,20,20,0,0,1.0,2.0,135509.65,61848.2,48414.95,134.35,0,21861.8,2.55
1500,True,True,burst,finishers,False,20,20,0,0,1.0,1.0,130023.95,2114.3,0,123.1,0,12048.8,0
1500,True,True,burst,finishers,True,20,20,0,0,1.0,1.0,130023.95,2114.3,0,123.1,0,12048.8,0
1500,True,True,burst,mixed,False,20,20,0,0,1.0,2.0,130023.95,40202.05,20155.55,176.1,0,22189.65,0
1500,True,True,burst,mixed,True,20,20,0,0,1.0,2.0,129634,40264.45,19771.5,169.4,0,22189.65,1
1500,True,True,burst,unpaired,False,20,16,4,0,0.8,4.0,123588.85,104844.6,37778.8,409,0,25214.5,0
1500,True,True,burst,unpaired,True,20,16,4,0,0.8,4.0,123588.85,104844.6,37778.8,409,0,25214.5,0
3000,False,False,burst,gods,False,20,7,13,0,0.35,1,63318.8,80262.35,13544.85,88.1,87,5739.75,0
3000,False,False,burst,gods,True,20,7,13,0,0.35,1,63318.8,80262.35,13544.85,88.1,87,5739.75,0
3000,False,False,burst,poison,False,20,0,20,0,0.0,,13177.05,72324.8,4501.8,16.85,0,1234.5,0
3000,False,False,burst,poison,True,20,0,20,0,0.0,,13177.05,72809.4,4986.4,16.85,0,1234.5,0.4
3000,False,False,burst,guard,False,20,18,2,0,0.9,2.0,169566.05,143726.6,91044.75,178.45,0,15223,0
3000,False,False,burst,guard,True,20,18,2,0,0.9,2.0,169566.05,139010.65,89004.4,169.05,0,20770.85,3.05
3000,False,False,burst,finishers,False,20,20,0,0,1.0,1.0,162069.2,4592.05,0,123.05,0,15018.4,0
3000,False,False,burst,finishers,True,20,20,0,0,1.0,1.0,162069.2,4592.05,0,123.05,0,15018.4,0
3000,False,False,burst,mixed,False,20,12,8,0,0.6,3.0,141010.35,97588.85,29184.15,213.05,0,33599.05,0
3000,False,False,burst,mixed,True,20,13,7,0,0.65,3,145968.75,96627.9,29184.15,211.65,0,33144.35,1.25
3000,False,False,burst,unpaired,False,20,1,19,0,0.05,7,94179.35,161393.05,30965.75,300.7,0,23758,0
3000,False,False,burst,unpaired,True,20,1,19,0,0.05,7,94179.35,161393.05,30965.75,300.7,0,23758,0
3000,False,True,burst,gods,False,20,4,16,0,0.2,1.0,64666.6,74865.5,6556.3,103.1,58,16604.45,0
3000,False,True,burst,gods,True,20,4,16,0,0.2,1.0,64666.6,74865.5,6556.3,103.1,58,16604.45,0
3000,False,True,burst,poison,False,20,0,20,0,0.0,,39430.7,78282.35,10459.35,39.55,0,12553.75,0
3000,False,True,burst,poison,True,20,0,20,0,0.0,,39430.7,78929.25,11106.25,39.55,0,12553.75,0.7
3000,False,True,burst,guard,False,20,20,0,0,1.0,2.0,162903.8,75335.4,49676.75,118.25,0,24039.7,0
3000,False,True,burst,guard,True,20,20,0,0,1.0,2.0,162903.8,72022.1,50875.65,118.15,0,27256.2,2.9
3000,False,True,burst,finishers,False,20,20,0,0,1.0,1.0,161553.6,2953.75,0,94.05,0,16006.95,0
3000,False,True,burst,finishers,True,20,20,0,0,1.0,1.0,161553.6,2953.75,0,94.05,0,16006.95,0
3000,False,True,burst,mixed,False,20,20,0,0,1.0,2.0,161038,68759.05,32558.2,159.2,0,26698.75,0
3000,False,True,burst,mixed,True,20,20,0,0,1.0,2.0,161038,68759.05,31435.05,152.5,0,26634.05,1
3000,False,True,burst,unpaired,False,20,16,4,0,0.8,5.0,168828.35,139198.6,26992.4,380.3,0,33992.95,0
3000,False,True,burst,unpaired,True,20,16,4,0,0.8,5.0,168828.35,139198.6,26992.4,380.3,0,33992.95,0
3000,True,False,burst,gods,False,20,14,6,0,0.7,1.0,140882.05,101767.45,27561.75,154.4,98.7,10334.35,0
3000,True,False,burst,gods,True,20,14,6,0,0.7,1.0,140882.05,101767.45,27561.75,154.4,98.7,10334.35,0
3000,True,False,burst,poison,False,20,0,20,0,0.0,,22142.9,97944.85,12665.85,26.55,0,2382.65,0
3000,True,False,burst,poison,True,20,0,20,0,0.0,,22142.9,98832.15,13553.15,26.55,0,2382.65,0.5
3000,True,False,burst,guard,False,20,18,2,0,0.9,3.0,213966.6,161752.35,115760.7,187.15,0,15419.6,0
3000,True,False,burst,guard,True,20,19,1,0,0.95,3,219065.15,152909.55,117832.35,193,0,22376.5,3.2
3000,True,False,burst,finishers,False,20,20,0,0,1.0,2.0,206644.7,4745.7,0,153.55,0,16782.75,0
3000,True,False,burst,finishers,True,20,20,0,0,1.0,2.0,206644.7,4745.7,0,153.55,0,16782.75,0.05
3000,True,False,burst,mixed,False,20,19,1,0,0.95,3,199054.95,89912.65,55710.45,284.4,0,30476.75,0
3000,True,False,burst,mixed,True,20,19,1,0,0.95,3,200243.25,90175.9,55973.7,281.45,0,30341.6,1.05
3000,True,False,burst,unpaired,False,20,6,14,0,0.3,4.0,131051.75,201189.75,68862.4,356.65,0,26899,0
3000,True,False,burst,unpaired,True,20,6,14,0,0.3,4.0,131051.75,201189.75,68862.4,356.65,0,26899,0
3000,True,True,burst,gods,False,20,11,9,0,0.55,1,133160.75,90372,17680.95,141.9,0,22161.5,0
3000,True,True,burst,gods,True,20,11,9,0,0.55,1,133160.75,90372,17680.95,141.9,0,22161.5,0
3000,True,True,burst,poison,False,20,0,20,0,0.0,,55211.35,114832.2,29553.2,48.6,0,15103.9,0
3000,True,True,burst,poison,True,20,0,20,0,0.0,,56253.55,116456.85,31177.85,48.6,0,15103.9,0.7
3000,True,True,burst,guard,False,20,20,0,0,1.0,2.0,201640.15,91187.3,71985.45,124.25,0,28563.15,0
3000,True,True,burst,guard,True,20,20,0,0,1.0,2.0,204861.6,95379.75,76258.6,131.85,0,33347.85,2.65
3000,True,True,burst,finishers,False,20,20,0,0,1.0,1.0,196544.15,3214.7,0,121.5,0,18373.05,0
3000,True,True,burst,finishers,True,20,20,0,0,1.0,1.0,196544.15,3214.7,0,121.5,0,18373.05,0
